No.,POLE_NAME,Link Providor,POLE_DESCRIPTION,LAT,LON,CAMERA_NAME,CAMERA_DESCRIPTION,DISTRICT,NVR_IP,nvr_type,NVR_PORT,RTC_ZONE,RTC_PORT,RTC_IP,NVR_CHANNEL_ID,NVR,API,MONITORING_TYPE,NVR_USERNAME,NVR_PASSWORD,NVR RTSP MAIN,NVR RTSP MAIN SUB,LOCATION_ID,THING_ID,FEATUREOFINTEREST_ID,SENSOR_ID,DATASTREAM_ID (Live),,,,check_lat,ckeck_long,check_errornew
762,CM3-LP-004,NT,ชุมชนเนียมกล่ำสามัคคี (2),13.842450,100.620100,CM3-LP-004-C03,ชุมชนเนียมกล่ำสามัคคี (1)-CAM6,ลาดพร้าว,10.84.66.126,NVR,554,CCTV-SYMC-RTC-11,1917,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.66.126:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.66.126:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
763,CM3-LP-005,NT,ชุมชน ม.ธันยกานต์มัยลาภ (1),13.842930,100.618400,CM3-LP-005-C01,ชุมชน ม.ธันยกานต์มัยลาภ (1)-CAM1,ลาดพร้าว,10.84.66.158,NVR,554,CCTV-SYMC-RTC-11,1918,10.94.12.210,1,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.84.66.158:554/Streaming/channels/101,rtsp://admin:12345@10.84.66.158:554/Streaming/channels/102,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
764,CM3-LP-005,NT,ชุมชน ม.ธันยกานต์มัยลาภ (1),13.842930,100.618400,CM3-LP-005-C02,ชุมชน ม.ธันยกานต์มัยลาภ (1)-CAM2,ลาดพร้าว,10.84.66.158,NVR,554,CCTV-SYMC-RTC-11,1919,10.94.12.210,2,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.84.66.158:554/Streaming/channels/201,rtsp://admin:12345@10.84.66.158:554/Streaming/channels/202,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
765,CM3-LP-005,NT,ชุมชน ม.ธันยกานต์มัยลาภ (1),13.842930,100.618400,CM3-LP-005-C03,ชุมชน ม.ธันยกานต์มัยลาภ (1)-CAM3,ลาดพร้าว,10.84.66.158,NVR,554,CCTV-SYMC-RTC-11,1920,10.94.12.210,3,Hikvision,Hikvision-API,api,admin,12345,rtsp://admin:12345@10.84.66.158:554/Streaming/channels/301,rtsp://admin:12345@10.84.66.158:554/Streaming/channels/302,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
766,CM3-LP-006,NT,ชุมชน ม.ธันยกานต์มัยลาภ (2),13.843210,100.617900,CM3-LP-006-C01,ชุมชน ม.ธันยกานต์มัยลาภ (2)-CAM1,ลาดพร้าว,10.84.66.190,NVR,554,CCTV-SYMC-RTC-11,1921,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.66.190:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.66.190:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
767,CM3-LP-006,NT,ชุมชน ม.ธันยกานต์มัยลาภ (2),13.843210,100.617900,CM3-LP-006-C02,ชุมชน ม.ธันยกานต์มัยลาภ (2)-CAM2,ลาดพร้าว,10.84.66.190,NVR,554,CCTV-SYMC-RTC-11,1922,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.66.190:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.66.190:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
768,CM3-LP-006,NT,ชุมชน ม.ธันยกานต์มัยลาภ (2),13.843210,100.617900,CM3-LP-006-C03,ชุมชน ม.ธันยกานต์มัยลาภ (2)-CAM3,ลาดพร้าว,10.84.66.190,NVR,554,CCTV-SYMC-RTC-11,1923,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.66.190:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.66.190:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
769,CM3-LP-007,NT,ชุมชน ม.สมิตโชติ (1),13.829330,100.591800,CM3-LP-007-C01,ชุมชน ม.สมิตโชติ (1)-CAM1,ลาดพร้าว,10.84.66.222,NVR,554,CCTV-SYMC-RTC-11,1924,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.66.222:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.66.222:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
770,CM3-LP-007,NT,ชุมชน ม.สมิตโชติ (1),13.829330,100.591800,CM3-LP-007-C02,ชุมชน ม.สมิตโชติ (1)-CAM2,ลาดพร้าว,10.84.66.222,NVR,554,CCTV-SYMC-RTC-11,1925,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.66.222:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.66.222:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
771,CM3-LP-007,NT,ชุมชน ม.สมิตโชติ (1),13.829330,100.591800,CM3-LP-007-C03,ชุมชน ม.สมิตโชติ (1)-CAM3,ลาดพร้าว,10.84.66.222,NVR,554,CCTV-SYMC-RTC-11,1926,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.66.222:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.66.222:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
772,CM3-LP-008,NT,ชุมชน ม.เอื้อประชา (1),13.801370,100.597800,CM3-LP-008-C01,ชุมชน ม.เอื้อประชา (1)-CAM1,ลาดพร้าว,10.84.66.254,NVR,554,CCTV-SYMC-RTC-11,1927,10.94.12.210,1,Dahua,Saitell-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.66.254:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.66.254:554/cam/realmonitor?channel=1&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
773,CM3-LP-008,NT,ชุมชน ม.เอื้อประชา (1),13.801370,100.597800,CM3-LP-008-C02,ชุมชน ม.เอื้อประชา (1)-CAM2,ลาดพร้าว,10.84.66.254,NVR,554,CCTV-SYMC-RTC-11,1928,10.94.12.210,2,Dahua,Saitell-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.66.254:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.66.254:554/cam/realmonitor?channel=2&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
774,CM3-LP-008,NT,ชุมชน ม.เอื้อประชา (1),13.801370,100.597800,CM3-LP-008-C03,ชุมชน ม.เอื้อประชา (1)-CAM3,ลาดพร้าว,10.84.66.254,NVR,554,CCTV-SYMC-RTC-11,1929,10.94.12.210,3,Dahua,Saitell-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.66.254:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.66.254:554/cam/realmonitor?channel=3&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
799,CM3-LP-009,NT,ชุมชน ม.เอื้อประชา (2),13.803020,100.598500,CM3-LP-009-C01,ชุมชน ม.เอื้อประชา (2)-CAM1,ลาดพร้าว,10.84.67.30,NVR,554,CCTV-SYMC-RTC-11,1930,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.67.30:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.67.30:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
800,CM3-LP-009,NT,ชุมชน ม.เอื้อประชา (2),13.803020,100.598500,CM3-LP-009-C02,ชุมชน ม.เอื้อประชา (2)-CAM2,ลาดพร้าว,10.84.67.30,NVR,554,CCTV-SYMC-RTC-11,1931,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.67.30:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.67.30:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
801,CM3-LP-009,NT,ชุมชน ม.เอื้อประชา (2),13.803020,100.598500,CM3-LP-009-C03,ชุมชน ม.เอื้อประชา (2)-CAM3,ลาดพร้าว,10.84.67.30,NVR,554,CCTV-SYMC-RTC-11,1932,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.67.30:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.67.30:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
805,CM3-LP-011,NT,ชุมชน ม.ราณี 2 (2),13.841220,100.601900,CM3-LP-011-C01,ชุมชน ม.ราณี 2 (2)-CAM1,ลาดพร้าว,10.84.67.94,NVR,554,CCTV-SYMC-RTC-11,1933,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.67.94:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.67.94:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
806,CM3-LP-011,NT,ชุมชน ม.ราณี 2 (2),13.841220,100.601900,CM3-LP-011-C02,ชุมชน ม.ราณี 2 (2)-CAM2,ลาดพร้าว,10.84.67.94,NVR,554,CCTV-SYMC-RTC-11,1934,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.67.94:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.67.94:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
807,CM3-LP-011,NT,ชุมชน ม.ราณี 2 (2),13.841220,100.601900,CM3-LP-011-C03,ชุมชน ม.ราณี 2 (2)-CAM3,ลาดพร้าว,10.84.67.94,NVR,554,CCTV-SYMC-RTC-11,1935,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.67.94:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.67.94:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
784,CM3-LP-012,NT,ชุมชนสุขทรัพย์ ถนนสุคนธสวัสดิ์ (2),13.825180,100.612600,CM3-LP-012-C01,ชุมชนสุขทรัพย์ ถนนสุคนธสวัสดิ์ (2)-CAM1,ลาดพร้าว,10.84.67.126,NVR,554,CCTV-SYMC-RTC-11,1936,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.67.126:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.67.126:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
785,CM3-LP-012,NT,ชุมชนสุขทรัพย์ ถนนสุคนธสวัสดิ์ (2),13.825180,100.612600,CM3-LP-012-C02,ชุมชนสุขทรัพย์ ถนนสุคนธสวัสดิ์ (2)-CAM2,ลาดพร้าว,10.84.67.126,NVR,554,CCTV-SYMC-RTC-11,1937,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.67.126:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.67.126:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
786,CM3-LP-012,NT,ชุมชนสุขทรัพย์ ถนนสุคนธสวัสดิ์ (2),13.825180,100.612600,CM3-LP-012-C03,ชุมชนสุขทรัพย์ ถนนสุคนธสวัสดิ์ (2)-CAM3,ลาดพร้าว,10.84.67.126,NVR,554,CCTV-SYMC-RTC-11,1938,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.67.126:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.67.126:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
787,CM3-LP-013,NT,"ชุมชนหลังหมู่บ้านราณี 5 (1)
",13.828190,100.614000,CM3-LP-013-C01,"ชุมชนหลังหมู่บ้านราณี 5 (1)
-CAM1",ลาดพร้าว,10.84.67.158,NVR,554,CCTV-SYMC-RTC-11,1939,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.67.158:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.67.158:554/cam/realmonitor?channel=1&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
788,CM3-LP-013,NT,"ชุมชนหลังหมู่บ้านราณี 5 (1)
",13.828190,100.614000,CM3-LP-013-C02,"ชุมชนหลังหมู่บ้านราณี 5 (1)
-CAM2",ลาดพร้าว,10.84.67.158,NVR,554,CCTV-SYMC-RTC-11,1940,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.67.158:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.67.158:554/cam/realmonitor?channel=2&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
789,CM3-LP-013,NT,"ชุมชนหลังหมู่บ้านราณี 5 (1)
",13.828190,100.614000,CM3-LP-013-C03,"ชุมชนหลังหมู่บ้านราณี 5 (1)
-CAM3",ลาดพร้าว,10.84.67.158,NVR,554,CCTV-SYMC-RTC-11,1901,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.67.158:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.67.158:554/cam/realmonitor?channel=3&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
790,CM3-LP-014,NT,ชุมชนหลังหมู่บ้านราณี 5 (2),13.829020,100.614000,CM3-LP-014-C01,ชุมชนหลังหมู่บ้านราณี 5 (2)-CAM1,ลาดพร้าว,10.84.67.190,NVR,554,CCTV-SYMC-RTC-11,1902,10.94.12.210,1,Dahua,Dahua-API,api,admin,cmmie,rtsp://admin:cmmie@10.84.67.190:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:cmmie@10.84.67.190:554/cam/realmonitor?channel=1&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
791,CM3-LP-014,NT,ชุมชนหลังหมู่บ้านราณี 5 (2),13.829020,100.614000,CM3-LP-014-C02,ชุมชนหลังหมู่บ้านราณี 5 (2)-CAM2,ลาดพร้าว,10.84.67.190,NVR,554,CCTV-SYMC-RTC-11,1903,10.94.12.210,2,Dahua,Dahua-API,api,admin,cmmie,rtsp://admin:cmmie@10.84.67.190:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:cmmie@10.84.67.190:554/cam/realmonitor?channel=2&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
792,CM3-LP-014,NT,ชุมชนหลังหมู่บ้านราณี 5 (2),13.829020,100.614000,CM3-LP-014-C03,ชุมชนหลังหมู่บ้านราณี 5 (2)-CAM3,ลาดพร้าว,10.84.67.190,NVR,554,CCTV-SYMC-RTC-11,1904,10.94.12.210,3,Dahua,Dahua-API,api,admin,cmmie,rtsp://admin:cmmie@10.84.67.190:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:cmmie@10.84.67.190:554/cam/realmonitor?channel=3&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
793,CM3-LP-015,NT,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (1),13.826070,100.621700,CM3-LP-015-C01,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (1)-CAM1,ลาดพร้าว,10.84.67.222,NVR,554,CCTV-SYMC-RTC-11,1905,10.94.12.210,1,Dahua,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.67.222:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.67.222:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
794,CM3-LP-015,NT,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (1),13.826070,100.621700,CM3-LP-015-C02,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (1)-CAM2,ลาดพร้าว,10.84.67.222,NVR,554,CCTV-SYMC-RTC-11,1906,10.94.12.210,2,Dahua,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.67.222:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.67.222:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
795,CM3-LP-015,NT,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (1),13.826070,100.621700,CM3-LP-015-C03,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (1)-CAM3,ลาดพร้าว,10.84.67.222,NVR,554,CCTV-SYMC-RTC-11,1907,10.94.12.210,3,Dahua,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.67.222:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.67.222:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
796,CM3-LP-016,NT,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (2),13.825820,100.621700,CM3-LP-016-C01,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (2)-CAM1,ลาดพร้าว,10.84.67.254,NVR,554,CCTV-SYMC-RTC-11,1908,10.94.12.210,1,Dahua,Saitell-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.67.254:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.67.254:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error อื่นๆ,#N/A,,FALSE,FALSE,Error อื่นๆ
797,CM3-LP-016,NT,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (2),13.825820,100.621700,CM3-LP-016-C02,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (2)-CAM2,ลาดพร้าว,10.84.67.254,NVR,554,CCTV-SYMC-RTC-11,1909,10.94.12.210,2,Dahua,Saitell-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.67.254:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.67.254:554/cam/realmonitor?channel=2&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,Error อื่นๆ
798,CM3-LP-016,NT,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (2),13.825820,100.621700,CM3-LP-016-C03,ชุมชนหมู่บ้านธนธานี 2 ถนนสุคนธสวัสดิ์ (2)-CAM3,ลาดพร้าว,10.84.67.254,NVR,554,CCTV-SYMC-RTC-11,1910,10.94.12.210,3,Dahua,Saitell-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.67.254:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.67.254:554/cam/realmonitor?channel=3&subtype=1,,,,,,ปกติ,#N/A,,FALSE,FALSE,ปกติ
823,CM3-LP-017,NT,โชคชัย 4 แยก 22,13.807160,100.599300,CM3-LP-017-C01,โชคชัย 4 แยก 22-CAM1,ลาดพร้าว,10.84.68.30,NVR,554,CCTV-SYMC-RTC-11,1911,10.94.12.210,1,Dahua,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.68.30:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.68.30:554/cam/realmonitor?channel=1&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
824,CM3-LP-017,NT,โชคชัย 4 แยก 22,13.807160,100.599300,CM3-LP-017-C02,โชคชัย 4 แยก 22-CAM2,ลาดพร้าว,10.84.68.30,NVR,554,CCTV-SYMC-RTC-11,1912,10.94.12.210,2,Dahua,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.68.30:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.68.30:554/cam/realmonitor?channel=2&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
825,CM3-LP-017,NT,โชคชัย 4 แยก 22,13.807160,100.599300,CM3-LP-017-C03,โชคชัย 4 แยก 22-CAM3,ลาดพร้าว,10.84.68.30,NVR,554,CCTV-SYMC-RTC-11,1913,10.94.12.210,3,Dahua,Saitell-API,api,admin,admin,rtsp://admin:admin@10.84.68.30:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.68.30:554/cam/realmonitor?channel=3&subtype=1,,,,,,user หรือ password ผิด,#N/A,,FALSE,FALSE,user หรือ password ผิด
826,CM3-LP-018,NT,ซอยลาดพร้าว-วังหิน 4,13.804430,100.595700,CM3-LP-018-C01,ซอยลาดพร้าว-วังหิน 4-CAM1,ลาดพร้าว,10.84.68.62,NVR,554,CCTV-SYMC-RTC-11,1914,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.68.62:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.68.62:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
827,CM3-LP-018,NT,ซอยลาดพร้าว-วังหิน 4,13.804430,100.595700,CM3-LP-018-C02,ซอยลาดพร้าว-วังหิน 4-CAM2,ลาดพร้าว,10.84.68.62,NVR,554,CCTV-SYMC-RTC-11,1915,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.68.62:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.68.62:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
828,CM3-LP-018,NT,ซอยลาดพร้าว-วังหิน 4,13.804430,100.595700,CM3-LP-018-C03,ซอยลาดพร้าว-วังหิน 4-CAM3,ลาดพร้าว,10.84.68.62,NVR,554,CCTV-SYMC-RTC-11,1916,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.68.62:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.68.62:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
829,CM3-LP-019,NT,หมู่บ้านรวมโชค (1),13.817360,100.602600,CM3-LP-019-C01,หมู่บ้านรวมโชค (1)-CAM1,ลาดพร้าว,10.84.68.94,NVR,554,CCTV-SYMC-RTC-11,1917,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.68.94:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@1234@10.84.68.94:554/cam/realmonitor?channel=1&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
830,CM3-LP-019,NT,หมู่บ้านรวมโชค (1),13.817360,100.602600,CM3-LP-019-C02,หมู่บ้านรวมโชค (1)-CAM2,ลาดพร้าว,10.84.68.94,NVR,554,CCTV-SYMC-RTC-11,1918,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.68.94:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@1234@10.84.68.94:554/cam/realmonitor?channel=2&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
831,CM3-LP-019,NT,หมู่บ้านรวมโชค (1),13.817360,100.602600,CM3-LP-019-C03,หมู่บ้านรวมโชค (1)-CAM3,ลาดพร้าว,10.84.68.94,NVR,554,CCTV-SYMC-RTC-11,1919,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin@1234,rtsp://admin:admin@1234@10.84.68.94:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@1234@10.84.68.94:554/cam/realmonitor?channel=3&subtype=1,,,,,,Error  H265 => H264,#N/A,,FALSE,FALSE,Error  H265 => H264
808,CM3-LP-020,NT,หมู่บ้านรวมโชค (2),13.812050,100.606000,CM3-LP-020-C01,หมู่บ้านรวมโชค (2)-CAM1,ลาดพร้าว,10.84.68.126,NVR,554,CCTV-SYMC-RTC-11,1920,10.94.12.210,1,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.68.126:554/cam/realmonitor?channel=1&subtype=0,rtsp://admin:admin@10.84.68.126:554/cam/realmonitor?channel=1&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
809,CM3-LP-020,NT,หมู่บ้านรวมโชค (2),13.812050,100.606000,CM3-LP-020-C02,หมู่บ้านรวมโชค (2)-CAM2,ลาดพร้าว,10.84.68.126,NVR,554,CCTV-SYMC-RTC-11,1921,10.94.12.210,2,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.68.126:554/cam/realmonitor?channel=2&subtype=0,rtsp://admin:admin@10.84.68.126:554/cam/realmonitor?channel=2&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
810,CM3-LP-020,NT,หมู่บ้านรวมโชค (2),13.812050,100.606000,CM3-LP-020-C03,หมู่บ้านรวมโชค (2)-CAM3,ลาดพร้าว,10.84.68.126,NVR,554,CCTV-SYMC-RTC-11,1922,10.94.12.210,3,Dahua,Dahua-API,api,admin,admin,rtsp://admin:admin@10.84.68.126:554/cam/realmonitor?channel=3&subtype=0,rtsp://admin:admin@10.84.68.126:554/cam/realmonitor?channel=3&subtype=1,,,,,,ข้อมูลใน rtc ผิด,#N/A,,FALSE,FALSE,ข้อมูลใน rtc ผิด
